# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7843766596624102,4.390722054171381,18.127193000398726,0,5.8,-0.008977937573535698,0.0,0.0,0.0
 0.06683681533209122,1.7966884547654651,4.394752637615536,18.127193000398726,0.38765352892612914,5.800000000000001,-0.008977937573535698,0.0,-0.2412709110517137,0.0
 0.09436600022311871,1.8089197468359388,4.3987552965046754,18.120551008879556,0.5473228012940886,5.800000000000002,-0.010378115007653621,0.0,-0.3628887119152893,0.0
 0.11538467548439887,1.8210713614024523,4.402730090304846,18.112923568887826,0.6692311178095136,5.800000000000002,-0.011821103795723353,0.0,-0.4895077864715199,0.0
 0.1330168445046454,1.8331441239936268,4.406677078482093,18.104292484860032,0.7714976981269435,5.799999999999999,-0.01330762032598463,0.0,-0.6244662035314603,0.0
 0.14847488612524964,1.8451388601380838,4.41059632050246,18.094639460295184,0.8611543395264482,5.800000000000006,-0.014838372368212407,0.0,-0.7689262913793077,0.0
 0.1623817511099227,1.8570563953644446,4.41448787583199,18.083946106177805,0.9418141564375518,5.799999999999997,-0.016414055018202724,0.0,-0.9234434410879061,0.0
 0.17510820057169663,1.86889755520133,4.418351803936732,18.072193949893993,1.0156275633158407,5.800000000000007,-0.018035353661823007,0.0,-1.088346687700806,0.0
 0.18689626917687893,1.8806631651773618,4.422188164282725,18.059364444473154,1.083998361225898,5.8000000000000025,-0.019702937497517545,0.0,-1.263867933614543,0.0
 0.1979144029594099,1.8923540508211607,4.42599701633602,18.04543897849714,1.1479035371645776,5.799999999999989,-0.02141746182283734,0.0,-1.4501943101424641,0.0
 0.20828549059640036,1.903971037661348,4.429778419562657,18.030398886215984,1.2080558454591224,5.800000000000009,-0.02317956418662268,0.0,-1.6474917065302082,0.0
 0.21810249164195622,1.9155149512265452,4.433532433428684,18.014225458410433,1.2649944515233462,5.799999999999988,-0.024989864284581633,0.0,-1.8559160694418169,0.0
 0.22743777635038634,1.9269866170453738,4.437259117400144,17.996899953507246,1.3191391028322408,5.7999999999999865,-0.026848961163132873,0.0,-2.0756189371360128,0.0
 0.23634901909009726,1.9383868606464545,4.440958530943081,17.978403609323284,1.3708243107225642,5.800000000000007,-0.028757430903874708,0.0,-2.3067501275996825,0.0
 0.24488308344060947,1.9497165075584086,4.4446307335235415,17.958717655293796,1.420321883955535,5.7999999999999945,-0.03071582650072496,0.0,-2.5494589372036076,0.0
 0.253078677364311,1.9609763833098577,4.448275784607571,17.937823325119325,1.467856328713004,5.8000000000000185,-0.032724673820244396,0.0,-2.8038945041141283,0.0
 0.26096822351909166,1.9721673134294224,4.45189374366121,17.91570187001598,1.5136156964107317,5.799999999999986,-0.03478447245168448,0.0,-3.0702057257971678,0.0
 0.26857921106258925,1.9832901234457245,4.455484670150507,17.892334572480962,1.5577594241630177,5.799999999999999,-0.036895689844870044,0.0,-3.3485409306178884,0.0
 0.27593519461285887,1.9943456388873855,4.4590486235415066,17.867702760477933,1.6004241287545813,5.799999999999971,-0.03905876263807543,0.0,-3.6390473753423622,0.0
 0.28305654686986265,2.005334685283026,4.462585663300252,17.841787822238196,1.6417279718452031,5.799999999999992,-0.041274092960804844,0.0,-3.9418706662096445,0.0
 0.2899610353611998,2.0162580881612673,4.466095848892789,17.81457122158901,1.6817740050949588,5.8,-0.04354204604498945,0.0,-4.25715414117188,0.0
 0.29666427111745514,2.027116673050731,4.469579239785163,17.786034513730016,1.7206527724812397,5.80000000000002,-0.045862949028121984,0.0,-4.5850382014515105,0.0
 0.3031800624389732,2.037911265480038,4.473035895443416,17.75615936160817,1.7584443621460448,5.800000000000035,-0.04823708728304283,0.0,-4.925659633769008,0.0
 0.3095206972174341,2.0486426909778097,4.476465875333595,17.72492755282743,1.7952200438611179,5.800000000000009,-0.05066470363188636,0.0,-5.279150938642682,0.0
 0.31569717071053954,2.0593117750726675,4.479869238921745,17.692321016988803,1.8310435901211295,5.799999999999989,-0.0531459942071715,0.0,-5.645639620214869,0.0
 0.3217193711360958,2.069919343293232,4.48324604567391,17.65832184366541,1.8659723525893557,5.800000000000003,-0.055681108005074705,0.0,-6.025247496757479,0.0
 0.32759623226729584,2.0804662211681255,4.486596355056135,17.622912300845854,1.900058147150316,5.7999999999999865,-0.058270143203732194,0.0,-6.418090003913904,0.0
 0.3333358599371171,2.0909532342259682,4.489920226534464,17.586074853871985,1.9333479876352793,5.79999999999998,-0.06091314429968246,0.0,-6.824275482969597,0.0
 0.33894563771211395,2.1013812079953818,4.493217719574942,17.54779218493717,1.965884698730261,5.800000000000016,-0.06361010158779819,0.0,-7.243904489349566,0.0
 0.34443231578584727,2.111750968004988,4.4964888936436145,17.508047213007234,1.9977074315579142,5.799999999999998,-0.06636094633919434,0.0,-7.677069069127217,0.0
 0.34980208624252734,2.122063339783407,4.499733808206526,17.466823114325944,2.0288521002066586,5.799999999999996,-0.06916555008828103,0.0,-8.123852068000353,0.0
 0.3550606471648557,2.1323191488592608,4.5029525227297205,17.42410334330238,2.059351753556163,5.800000000000026,-0.07202372109326996,0.0,-8.58432640870024,0.0
 0.36021325754583655,2.1425192207611703,4.506145096679243,17.379871653935187,2.089236893765852,5.799999999999985,-0.0749352022426462,0.0,-9.058554385833059,0.0
